"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significant"
"Hnrnpd",5378.77977776776,0.282080642226301,0.231154895124798,1.22031005259053,0.222347360430341,0.991751278852058,"No"
"U2af1",2583.95977706517,0.282188683682201,0.175779673988478,1.60535446038373,0.108415820313467,0.914564523374776,"No"
"Mfn1",1306.3829374429,0.28223298435477,0.323355369695943,0.872826032300496,0.382757908091283,0.999944754498866,"No"
"Gpatch1",275.394293788501,0.282310590389031,0.304185353136594,0.928087389737861,0.353362240303938,0.999944754498866,"No"
"Mrgbp",400.209592278696,0.282405969112757,0.303090469932814,0.931754697451747,0.35146331176959,0.999944754498866,"No"
"Mtrr",1133.49723101828,0.282442504501285,0.271117454587371,1.0417717477141,0.297517515621391,0.999944754498866,"No"
"Rdx",5581.80370594768,0.282444771762476,0.251193988028033,1.12440896368489,0.260839571126721,0.999944754498866,"No"
"Pdlim2",327.1130513005,0.282517147154018,0.474424982856405,0.595493823813927,0.551513426317815,0.999944754498866,"No"
"Zcchc2",866.555903724906,0.282518735749938,0.420187550726519,0.672363413103155,0.501352368755614,0.999944754498866,"No"
"Zfp780b",162.846412214572,0.28260149104073,0.388311205312917,0.72777063132391,0.466754005288053,0.999944754498866,"No"
"Psma1",2789.38542301554,0.282732720536363,0.245492595783487,1.15169551095431,0.249446217586446,0.997071699176378,"No"
"Adarb1",1079.95994801235,0.282829229832072,0.541351630025957,0.522450130645235,0.601356959834438,0.999944754498866,"No"
"Cars2",578.694085017687,0.282875976760687,0.2537417166604,1.11481856623236,0.264928178678252,0.999944754498866,"No"
"Cdk17",873.76896034594,0.282889718384534,0.236841367415732,1.19442697646637,0.232310989626882,0.991751278852058,"No"
"Psmg1",1080.41666976188,0.283000920234051,0.28607539049138,0.989252936954665,0.322539404051656,0.999944754498866,"No"
"Tmem267",545.172029180945,0.283154481687575,0.458258749083539,0.617892145548447,0.53664643685883,0.999944754498866,"No"
"Naaladl1",61.3536713300723,0.283310966737848,0.530007518018544,0.534541411406801,0.592967006471581,0.999944754498866,"No"
"Ccdc9",603.112793547324,0.283524896298861,0.24322036232684,1.16571200530431,0.243730904630674,0.995739201067706,"No"
"C030006K11Rik",428.960488989835,0.283528604077651,0.253779431493045,1.11722452213556,0.263898338161074,0.999944754498866,"No"
"Slc35c1",698.850676225931,0.283961273267106,0.221375913614506,1.28271079102843,0.199593417899035,0.987686898428647,"No"
"Tardbp",7659.18711898086,0.283984302497535,0.225224582099579,1.2608939035437,0.207347074974677,0.988805520276758,"No"
"Rab3il1",323.57967758912,0.284334510022034,1.03093868606682,0.275801571776118,0.782700476417298,0.999944754498866,"No"
"Nup50",2770.97644568763,0.284425954728947,0.280898575378887,1.01255748394346,0.31127157634782,0.999944754498866,"No"
"Ell",754.87337382493,0.284445575640879,0.255390194963368,1.11376858333061,0.26537847809499,0.999944754498866,"No"
"Ran",17720.9104163834,0.284538434452949,0.236757224485598,1.20181521417632,0.22943512952529,0.991751278852058,"No"
"4930524J08Rik",85.6764315605135,0.28460268072688,0.540033412426152,0.527009392711972,0.598187065858419,0.999944754498866,"No"
"Fbxo21",1354.44888413838,0.284647879903714,0.322681214307999,0.882133409948117,0.377704666848358,0.999944754498866,"No"
"Calhm5",64.6929056123232,0.284680633779485,0.996286467407031,0.285741745062948,0.775075929144546,0.999944754498866,"No"
"Nop10",1523.5134356277,0.284735683553039,0.253667854759886,1.12247444132234,0.261660768751448,0.999944754498866,"No"
"Snupn",226.319649184538,0.284781479006654,0.40575468330664,0.70185629574468,0.482768786672243,0.999944754498866,"No"
"Tcaim",161.025201769754,0.28481772760718,0.422377631085251,0.674320102784262,0.500107826114576,0.999944754498866,"No"
"Clcn3",1052.9224190801,0.284902080184077,0.335792643722532,0.848446460963851,0.396189377167994,0.999944754498866,"No"
"Apmap",566.113589224342,0.284913292186953,0.368657379012867,0.772840334702778,0.439616879293515,0.999944754498866,"No"
"Yjefn3",31.6735738964244,0.284965171264442,0.823739629633741,0.345940830103253,0.72938718291383,0.999944754498866,"No"
"Coq5",697.401891445637,0.285245510453234,0.285754134766613,0.998220063153962,0.31817265968462,0.999944754498866,"No"
"Rspo2",207.695911557122,0.285311581597635,1.46796184185853,0.194358990446519,NA,NA,"No"
"Tfam",1363.8060543236,0.285527258283493,0.182017887893736,1.56867691185488,0.116723241022794,0.927514702532236,"No"
"Camta1",308.931173683975,0.285652281147021,0.456631410482071,0.625564239756206,0.531600800476751,0.999944754498866,"No"
"Uchl3",987.754566239252,0.285843132804529,0.359230275964457,0.795710027605834,0.426200597090036,0.999944754498866,"No"
"Siah2",381.395953227737,0.285949675489899,0.403873914675353,0.708017193236543,0.478934580535836,0.999944754498866,"No"
"Tprg1l",1005.06190292418,0.286074782681012,0.3210483502157,0.891064484489049,0.372894576791942,0.999944754498866,"No"
"Tuba1b",42978.9303927383,0.286331921361467,0.289212844482783,0.990038744211144,0.322155181962137,0.999944754498866,"No"
"Txndc11",859.414344529507,0.286349812748977,0.279987613801476,1.02272314428885,0.306438765261738,0.999944754498866,"No"
"Zfp628",410.744250335302,0.286476816557371,0.267906792747991,1.06931524064359,0.284927645424871,0.999944754498866,"No"
"Atp13a1",2816.7667135754,0.286644264887654,0.261623510803078,1.09563648927335,0.273237886519496,0.999944754498866,"No"
"Sugp2",729.547351335144,0.286710587293502,0.358343839792193,0.800099110004984,0.423653376780815,0.999944754498866,"No"
"A830049F12Rik",19.5133477224029,0.28678526266792,0.799423198472901,0.358740230726043,0.719789429155872,0.999944754498866,"No"
"Phrf1",2169.7483509018,0.286851751287936,0.216545157575852,1.32467405181969,0.185279283074367,0.98420133994625,"No"
"Uhmk1",2782.6548167254,0.286990502518652,0.227341000242493,1.26237899108623,0.206812445230775,0.988805520276758,"No"
"Ubr5",7500.19058738332,0.287050189127303,0.201545932649374,1.42424203432912,0.154376420765336,0.965911422726357,"No"
"Fadd",386.273413707199,0.287129371883303,0.271247002077625,1.05855316255673,0.289803327260146,0.999944754498866,"No"
"Arl6ip1",3491.219504489,0.287244421333581,0.255180916087059,1.12565009068148,0.260313656938093,0.999944754498866,"No"
"Tomm34",1001.68296553938,0.28727564883507,0.230830339535019,1.24453158719843,0.213303981420317,0.991751278852058,"No"
"Spry3",30.2279064940356,0.28741745814993,1.10751609112427,0.259515379011934,0.795237617644715,0.999944754498866,"No"
"Sorbs1",730.0660266191,0.287752643193551,0.455064199214898,0.632334171068605,0.52716853927727,0.999944754498866,"No"
"Zfp930",411.367324247572,0.287888355867986,0.243447661891648,1.18254722033895,0.236988640656446,0.993043361499806,"No"
"Tada2b",633.07696690824,0.287911404067028,0.249714392899654,1.15296279370938,0.248925656232555,0.997071699176378,"No"
"Otx1",64.7757988441427,0.287973553237643,1.80497582782769,0.159544271340311,NA,NA,"No"
"Cndp2",961.836784354766,0.288053370198888,0.440620786167393,0.653744397091279,0.513276494692682,0.999944754498866,"No"
"Eif2b5",2281.87898751851,0.288129869095751,0.275733482757907,1.04495785645564,0.296042447796549,0.999944754498866,"No"
"Zmym1",162.564012849405,0.288155240941727,0.328220146042128,0.877932827757445,0.379980172902179,0.999944754498866,"No"
"Eif2b1",1556.09633492734,0.288565245570332,0.198824832983605,1.4513541454559,0.146681271285135,0.960223630127533,"No"
"Errfi1",2496.96857816853,0.288694239812451,0.912248055708709,0.316464626047539,0.751649870821212,0.999944754498866,"No"
"Dnaja4",130.444440310555,0.288734944758873,0.694138618890116,0.415961505240181,0.677438171897244,0.999944754498866,"No"
"Nutf2",3330.82926482076,0.288764134432816,0.217914856639398,1.32512366933595,0.185130136817262,0.98420133994625,"No"
"Mybbp1a",15153.3932569791,0.289080219076827,0.20143333812381,1.43511606256133,0.151254027078163,0.963070341577981,"No"
"Snu13",4019.85222646381,0.289127647434883,0.176516144643874,1.63796715602534,0.101428545380269,0.914412722662219,"No"
"D8Ertd738e",1587.23283945879,0.289166907748483,0.270612261232751,1.06856543170368,0.285265532031834,0.999944754498866,"No"
"Pole3",1277.63565494589,0.289247714382088,0.214088467696355,1.35106630214352,0.17667419483045,0.98420133994625,"No"
"Tprn",423.137975486081,0.289355685333712,0.381479798120088,0.758508541630886,0.448146601505015,0.999944754498866,"No"
"Polr1d",2770.10908875888,0.28939680502525,0.264068493793085,1.09591568788972,0.273115673028082,0.999944754498866,"No"
"Fkrp",632.403998625959,0.289463865806219,0.335842427370832,0.861903804329635,0.388740455358074,0.999944754498866,"No"
"Arhgef39",298.415148404266,0.289603404493063,0.401059750990498,0.722095407923206,0.470235821290628,0.999944754498866,"No"
"Cdk8",1564.06965106894,0.28961060116073,0.194806783922666,1.48665562527689,0.13710578829535,0.954206665937794,"No"
"Pigo",449.197148384751,0.289627119941645,0.406576606468872,0.712355593837688,0.476244606189245,0.999944754498866,"No"
"Plcd4",14.3867166746427,0.289663535253245,0.897767533330129,0.322648708601416,0.746961300757078,NA,"No"
"Wrnip1",1679.60756191186,0.28971215928176,0.26595600550649,1.08932362226613,0.276011199327633,0.999944754498866,"No"
"Msl2",1321.77433773064,0.289887898522965,0.225379047303156,1.28622381712813,0.19836496121071,0.987686898428647,"No"
"Relt",185.943554603592,0.290016465685527,0.320465346891459,0.904985417296164,0.365473112787337,0.999944754498866,"No"
"Alg6",424.013772610015,0.290136605786577,0.331054503691108,0.876401325315577,0.380811898108533,0.999944754498866,"No"
"Pea15a",1546.41925279297,0.290259874657501,0.47813334087529,0.607068886110597,0.543805197536428,0.999944754498866,"No"
"Cry2",293.140112509138,0.290290390281766,0.340358750568096,0.852895334106262,0.393717349408316,0.999944754498866,"No"
"Nadk2",848.822570530131,0.290302023995739,0.293081978694965,0.990514753886936,0.321922581364691,0.999944754498866,"No"
"Rnf126",2546.20662457136,0.290358883247252,0.225922887982411,1.28521233877755,0.198718093039649,0.987686898428647,"No"
"Erlin2",1332.94601939067,0.290396960075106,0.290536125815742,0.99952100366092,0.317542369562487,0.999944754498866,"No"
"Crcp",528.286628461072,0.290407889870516,0.280634165672178,1.03482727833558,0.300749581212564,0.999944754498866,"No"
"Trmo",101.602968090448,0.290455729366244,0.40721391541339,0.713275549710483,0.475675264185362,0.999944754498866,"No"
"Kif9",19.2138415268648,0.29051947532147,0.922410729712446,0.314956738861914,0.752794500775502,0.999944754498866,"No"
"Eri1",2283.78415450217,0.29060608972627,0.273645713565978,1.06197932333482,0.288245071983875,0.999944754498866,"No"
"Uqcc4",557.555603340496,0.290789442227101,0.199207041504262,1.45973475651904,0.14436298573021,0.960223630127533,"No"
"Ier3",1218.76879103182,0.291007326595025,0.400955569937738,0.725784471930926,0.467970907654166,0.999944754498866,"No"
"Tlr3",52.1067608957029,0.291089865039353,0.846156286912525,0.344014302725905,0.730835529827247,0.999944754498866,"No"
"Adamts9",192.643989914021,0.291094150720299,1.23364295620206,0.235963046890384,0.813461344863296,0.999944754498866,"No"
"Syf2",762.012893457796,0.291282181342581,0.226103761678398,1.28826773681409,0.197652779867487,0.987686898428647,"No"
"Cdk11b",1855.20486876382,0.291290170858904,0.235482108972487,1.2369949128192,0.216088971256413,0.991751278852058,"No"
"Rhoc",1740.2660320194,0.291457167559948,0.518766274735889,0.561827516078089,0.574233542706387,0.999944754498866,"No"
"Chaf1b",1265.42441809375,0.291539155988228,0.249497150852009,1.1685069548596,0.242602335522656,0.993975948572673,"No"
"Pisd",684.68507058262,0.292035686023326,0.23597623662678,1.23756396066783,0.215877784472163,0.991751278852058,"No"
"Tsr1",1590.52150392671,0.292132919249469,0.245555514134602,1.18968177228281,0.234171492269244,0.991751278852058,"No"
"Elac2",1993.11688775811,0.292147516238942,0.301179251055534,0.970012094840733,0.332040463424898,0.999944754498866,"No"
"Gramd2b",171.396241492232,0.292178408147254,0.460283413651835,0.63477935437461,0.525572330179108,0.999944754498866,"No"
"Ercc6l",966.501795440872,0.292204921282082,0.286203101971122,1.02097049008073,0.307268420137822,0.999944754498866,"No"
"Mpzl3",70.4961073176673,0.292546769625182,0.731153740317157,0.400116628683705,0.689070617059813,0.999944754498866,"No"
"Zfp93",117.345526498693,0.29266816814881,0.400723117691581,0.730350097680323,0.465176213055235,0.999944754498866,"No"
"Atic",6744.03208126102,0.292785925962634,0.266244142583069,1.09968964245395,0.271467369109659,0.999944754498866,"No"
"Gng7",143.134822488917,0.292878641058255,0.473025495700588,0.619160370255473,0.53581071606957,0.999944754498866,"No"
"Trpv4",545.888193545838,0.292970391297896,1.793331986613,0.16336651188117,0.870229868277403,0.999944754498866,"No"
"Rragb",196.315555845108,0.293072183644885,0.390298047951434,0.750893285741856,0.452716881457632,0.999944754498866,"No"
"Opa3",765.838326078686,0.293138398280504,0.223773376200981,1.30997888693078,0.190202978103793,0.987686898428647,"No"
"Gars1",6873.37141595308,0.293231997753308,0.217522387964132,1.34805433361489,0.177640907748303,0.98420133994625,"No"
"Tmem68",407.773475530119,0.293609164293861,0.324306297003448,0.90534524616628,0.365282513154448,0.999944754498866,"No"
"Srprb",2231.47598408754,0.29368485213139,0.233335506799806,1.2586376422486,0.208161244249566,0.988993729613143,"No"
"Thbd",292.587296083533,0.29371475731183,0.75839957192073,0.38728233531035,0.698547201544828,0.999944754498866,"No"
"Ddi2",574.762934727515,0.293750691237122,0.278941136012078,1.05309204456815,0.292298808602732,0.999944754498866,"No"
"Ezr",2541.00247210673,0.294137423580568,0.549225115872627,0.535549841185308,0.592269702498977,0.999944754498866,"No"
"Rdh13",560.600562319704,0.294142934836244,0.282462047868202,1.04135382808487,0.297711363024355,0.999944754498866,"No"
"Slc35e1",2423.91844891448,0.294171670417619,0.31054135714296,0.947286613042641,0.343492750486948,0.999944754498866,"No"
"Oxsr1",1989.45081389306,0.294312705762114,0.223356961085642,1.31767868049237,0.187611234324571,0.986897715779019,"No"
"Helq",432.564749798072,0.294455788854639,0.375342737272046,0.784498432005677,0.432747701627928,0.999944754498866,"No"
"Ube2d3",6864.51857563851,0.294848354956275,0.200547904687713,1.47021408882533,0.141503780119325,0.960223630127533,"No"
"Mrpl49",1112.81726987542,0.294874990396346,0.202562185451155,1.45572575522716,0.145468447133306,0.960223630127533,"No"
"Wdr53",185.158828587121,0.294975729945103,0.378031800839083,0.780293428463882,0.435218179991827,0.999944754498866,"No"
"Gtpbp6",260.359631638624,0.295125706626295,0.305460681621175,0.966165940113701,0.333961153072028,0.999944754498866,"No"
"Slc45a3",47.1596872966027,0.295640385987136,0.70656353321361,0.418420102495945,0.675639991394272,0.999944754498866,"No"
"Rcn2",2246.2344747814,0.295679463097816,0.269352111204525,1.09774325426876,0.272316616457826,0.999944754498866,"No"
"Comt",1623.68329961225,0.295771747331336,0.293218829984409,1.00870652593172,0.313115401106612,0.999944754498866,"No"
"Tlcd2",58.2551931486348,0.295948679734167,0.691135691948008,0.428206332247171,0.668500906499607,0.999944754498866,"No"
"Rassf1",493.96213625906,0.296103520576389,0.455548928573163,0.649992793318212,0.515696876740677,0.999944754498866,"No"
"Lratd2",144.136338203836,0.296109529158875,0.874671451685411,0.338538006000195,0.734957791362504,0.999944754498866,"No"
"Dhfr",890.126937738601,0.296359302130327,0.245366808403218,1.20782148188239,0.227115936614322,0.991751278852058,"No"
"Srgap3",331.352484947,0.296669711941613,0.787427450508373,0.376758153084553,0.706353341913346,0.999944754498866,"No"
"Mcm10",1317.261513298,0.296775553421318,0.170547957056206,1.74012963006946,0.0818362585030807,0.89430464523124,"No"
"Yju2b",186.832424741381,0.297067489005055,0.357366340191905,0.83126880065294,0.405821795559709,0.999944754498866,"No"
"Sirt1",688.569315279074,0.297131275963502,0.208697139886041,1.42374388132847,0.154520626060633,0.965911422726357,"No"
"Uqcc6",124.771819365346,0.297287699094203,0.333768603376446,0.890700012184498,0.373090128262747,0.999944754498866,"No"
"Agap1",911.021018673901,0.297484081667193,0.404190583027048,0.735999536256602,0.461730980010427,0.999944754498866,"No"
"Kyat1",117.982501838151,0.297680057882201,0.551145455370385,0.540111607528636,0.589120066180943,0.999944754498866,"No"
"Egfl8",28.5096476532961,0.297891720566116,0.661419936469108,0.450382131141022,0.652434927112667,0.999944754498866,"No"
"Mrps5",1293.89664359022,0.298040761743997,0.227505289031923,1.31003882596407,0.190182701352378,0.987686898428647,"No"
"Lin7c",3186.27430625252,0.298149629966028,0.158710180333031,1.87857911408332,0.0603019851975718,0.842810589823642,"No"
"Serbp1",15699.2738430744,0.298303552461247,0.168847883439712,1.76669998097879,0.0772784865704118,0.884886726640744,"No"
"Il17ra",753.925450433569,0.29844769326202,0.384496996433276,0.776202924939652,0.437629179351718,0.999944754498866,"No"
"Irf2bp2",1668.48488799901,0.298675755172523,0.26178234975829,1.14093160004216,0.253898388112675,0.999944754498866,"No"
"Pptc7",895.404853885474,0.298687430373012,0.36542300228659,0.817374463304203,0.413714464646958,0.999944754498866,"No"
"Arhgef2",3119.05621682263,0.29894961063498,0.211539036764807,1.41321249830289,0.157593252752933,0.969190355865245,"No"
"Entr1",932.70348100412,0.298952281318812,0.227850894588699,1.31205226057356,0.189502502038247,0.987686898428647,"No"
"Mxi1",1849.20869275722,0.299076840033596,0.296975076244218,1.0070772396659,0.313897657808201,0.999944754498866,"No"
"Cib1",365.307839601809,0.299211525992685,0.338367273963859,0.884280333873672,0.376544901729139,0.999944754498866,"No"
"Nabp2",1319.22457203127,0.299295387657896,0.191683408205271,1.56140476872878,0.118428277429804,0.930988718935947,"No"
"Atp23",246.358847328185,0.299417649535387,0.255857113880023,1.17025336913552,0.241899021351872,0.993575480947947,"No"
"Plxna1",4148.78542568178,0.299453431552073,0.419135312424301,0.714455267011549,0.474945707680688,0.999944754498866,"No"
"Nfkbiz",401.017317427549,0.299506562363451,0.356496083364017,0.840139839790682,0.400829984686344,0.999944754498866,"No"
"Tln2",1314.06534539002,0.299592503185247,0.343421945974665,0.872374368315265,0.383004178855554,0.999944754498866,"No"
"Ppm1g",4695.85814162567,0.2996199963386,0.210333937920559,1.42449668037768,0.15430274535095,0.965911422726357,"No"
"Pard3",1689.67191612483,0.299635115007859,0.25496624697638,1.17519522117615,0.239916621690732,0.993575480947947,"No"
"Rflnb",565.311828182844,0.299728822384492,0.564727267623394,0.530749690281248,0.59559224724671,0.999944754498866,"No"
"Tor1b",1488.16177760432,0.299922170088522,0.232790230999888,1.28837953723525,0.197613878279244,0.987686898428647,"No"
"Mtf1",471.515591774805,0.299926569513962,0.288806798008363,1.03850245763701,0.299036191689022,0.999944754498866,"No"
"Ppie",826.802701973729,0.300216224411343,0.279572765887174,1.07383930426364,0.282894710612619,0.999944754498866,"No"
"Braf",828.5109927912,0.300283054683706,0.196928469031852,1.52483313438616,0.127300723124812,0.934178795112139,"No"
"Alg11",613.299689519304,0.300506194518564,0.256323862096615,1.17236917413992,0.241048870076217,0.993575480947947,"No"
"Ago2",4327.06182467507,0.300598877778327,0.257119045772299,1.16910389456148,0.24236177500302,0.993674923090632,"No"
"Rxylt1",741.852629863633,0.300666664278482,0.317101737839044,0.948170976064141,0.343042420172244,0.999944754498866,"No"
"Gm11703",107.163569851208,0.300702369273216,0.455461065657341,0.660215311355384,0.509115667919754,0.999944754498866,"No"
"Ppp4r4",24.5387569477402,0.301050749455158,0.919634364899153,0.327359177675109,0.743396238443249,0.999944754498866,"No"
"Ak1",365.921184927133,0.301115429847185,0.868410107589383,0.3467433499629,0.728784139733101,0.999944754498866,"No"
"Alad",551.127116935225,0.30118123383066,0.203044894674232,1.48332335227576,0.137988520827935,0.956430924666351,"No"
"Axin2",97.8082379404302,0.301228848371797,1.16553290398339,0.25844731396454,0.79606170526336,0.999944754498866,"No"
"Ugcg",1746.69677934692,0.301503109607182,0.439206329160121,0.686472597477671,0.492415138484585,0.999944754498866,"No"
"Nap1l4",2978.15819203507,0.301556290156895,0.199085849481811,1.51470479163536,0.129847180431269,0.937706353399825,"No"
"Hmga1",5042.89593046121,0.301595700335652,0.730607466321479,0.412801284189101,0.679752210499241,0.999944754498866,"No"
"Ptp4a3",467.522228485898,0.301597262629273,0.341676479021426,0.882698345209654,0.377399276466976,0.999944754498866,"No"
"Rnaseh2a",1242.13285069016,0.301613962895127,0.216274061943941,1.39459147428094,0.163139067520246,0.970012393906162,"No"
"Zfp110",610.458556981924,0.301737058564305,0.349042384231761,0.864471113525155,0.387329142145326,0.999944754498866,"No"
"Ncbp2",1775.09936418571,0.301967871938402,0.314371437070939,0.960544872498266,0.336781058494422,0.999944754498866,"No"
"Shmt1",1676.29574052479,0.301991129957398,0.40326264197152,0.748869591492499,0.453935809921038,0.999944754498866,"No"
"Trnt1",1057.12988724979,0.301997766990186,0.184159713211946,1.63986879498787,0.101032450316936,0.914323650109875,"No"
"Cpped1",549.02449566644,0.302093871533277,0.344450636587792,0.877030957253815,0.380469823635426,0.999944754498866,"No"
"Nek2",1699.69244639245,0.302095231189349,0.28074308530645,1.07605582114192,0.281902292188459,0.999944754498866,"No"
"Cdc37l1",1037.45245766497,0.302336040129656,0.27036928190808,1.11823369132757,0.263467198460401,0.999944754498866,"No"
"Ldlrap1",566.915314311499,0.302373078644692,0.378269213471256,0.7993594717104,0.424082003510161,0.999944754498866,"No"
"Orc2",1719.42896821281,0.302653878205601,0.299176872053107,1.01162190823319,0.311718866701475,0.999944754498866,"No"
"Dnaaf5",915.560618523529,0.302771874485755,0.222587297387687,1.36023878289159,0.173754373416931,0.98420133994625,"No"
"Ints11",1635.64178728569,0.303230831997121,0.395354005350268,0.766985607565731,0.44309007272055,0.999944754498866,"No"
"Rpap3",1001.87494763923,0.3033474818452,0.237433412680445,1.27761075587734,0.201386706190326,0.987686898428647,"No"
"Ctbp2",1685.69899466578,0.303367823033965,0.34148962385464,0.888366151831006,0.37434382646935,0.999944754498866,"No"
"Eogt",395.574062455705,0.30339705950896,0.560136574867977,0.541648364205588,0.588060767423275,0.999944754498866,"No"
"Sod1",2133.68072926054,0.303407019913292,0.312817805425843,0.969916081024418,0.332088323688127,0.999944754498866,"No"
"Amfr",3682.04936401828,0.30357251980348,0.426932292667092,0.711055417961079,0.477049895071535,0.999944754498866,"No"
"Dagla",124.796282495994,0.303694520635206,0.672188470774046,0.451799657148972,0.651413316731367,0.999944754498866,"No"
"Ampd2",1996.78829043367,0.303912089175363,0.267184843713598,1.13746006304584,0.255346010763707,0.999944754498866,"No"
"Naf1",1812.83159162784,0.303992621743991,0.339473356190822,0.895483006840495,0.370528945727512,0.999944754498866,"No"
"Tango6",579.874852646513,0.304143964888551,0.265436971711921,1.14582366927633,0.251868119478643,0.999944754498866,"No"
"Helz2",352.575551000401,0.304277979506133,0.427724703362756,0.711387434753968,0.476844183256117,0.999944754498866,"No"
"Tll1",44.0294528336051,0.304348815532761,1.37515245399717,0.221320054113351,0.824843236202028,0.999944754498866,"No"
"Echdc2",712.057293423699,0.30435835241753,0.22932659337756,1.32718298359946,0.184448159919283,0.98420133994625,"No"
"Pih1d2",29.561269903525,0.304631394944229,0.801391111613307,0.380128242664141,0.703850221946851,0.999944754498866,"No"
"Sac3d1",623.233837451329,0.3047329712875,0.226871137793453,1.34319849695881,0.17920770823703,0.98420133994625,"No"
"Coro2b",219.022815049742,0.304746366294532,0.631160792747601,0.482834754307052,0.629213071734415,0.999944754498866,"No"
"Tmem135",391.028169628188,0.304811599884428,0.255424620603557,1.19335246212433,0.232731364303392,0.991751278852058,"No"
"Dnajc25",431.282309929179,0.304814193946549,0.432588737454347,0.704628131884079,0.481041686766641,0.999944754498866,"No"
"Son",7909.73158084908,0.304885496140991,0.17506391569126,1.74156675827292,0.0815842822869398,0.89430464523124,"No"
"Usp53",248.900677576495,0.305127846555225,0.442182216263803,0.690050018595022,0.490162733031994,0.999944754498866,"No"
"Yipf2",249.004712547068,0.305144666765527,0.349243831161742,0.873729582425204,0.382265536764172,0.999944754498866,"No"
"Cox4i1",6941.13892278852,0.305217436307441,0.203643980156901,1.49877956653706,0.133930827217864,0.948684752357377,"No"
"Dhx37",1461.40191135281,0.305315938952035,0.271439036055277,1.12480483053977,0.260671747054384,0.999944754498866,"No"
"Cct7",10501.120948198,0.305321120183983,0.234069620395259,1.30440302192316,0.192096205393322,0.987686898428647,"No"
"Smyd5",1549.60324367189,0.305391690079099,0.215335669819231,1.41821227451758,0.156128799352712,0.968193920490695,"No"
"Palb2",196.449557106788,0.305765591563816,0.316309741769847,0.966665110764424,0.333711473799218,0.999944754498866,"No"
"Hspbp1",1002.95058708257,0.305853041452916,0.265262789340476,1.15301902017,0.248902577717346,0.997071699176378,"No"
"Rsbn1",455.639468263563,0.305955728097896,0.383046777645263,0.798742466856723,0.424439757047566,0.999944754498866,"No"
"Psmd13",2416.47992387815,0.305965892990624,0.247343252925141,1.23700925483997,0.216083646775033,0.991751278852058,"No"
"Nasp",3128.08312342586,0.305972171705662,0.256628672852989,1.19227586030864,0.23315309660181,0.991751278852058,"No"
"Apoo",421.856242599287,0.306213782398856,0.292262378625221,1.04773588663468,0.294760308641465,0.999944754498866,"No"
"Mmachc",543.48199143679,0.306326237859343,0.388427031282835,0.788632647031948,0.43032674400022,0.999944754498866,"No"
"Dnaja1",5587.1024271455,0.306440580526565,0.239788402925284,1.2779624735315,0.201262658254625,0.987686898428647,"No"
"Ak2",3949.23923224752,0.306456301369476,0.43905185491792,0.697995687609081,0.48517989095896,0.999944754498866,"No"
"Rnmt",1391.78386147174,0.30647065823355,0.322829188727193,0.949327597798266,0.342454021475386,0.999944754498866,"No"
"1110004F10Rik",2471.1965579526,0.306559697625608,0.270788634014491,1.13209957552799,0.257592573327256,0.999944754498866,"No"
"Sbds",1043.03099986192,0.306620963299934,0.217901530153604,1.40715378677602,0.159381791724981,0.970012393906162,"No"
"Ankrd37",46.0372172071765,0.306871577308895,0.711126590306198,0.431528762237342,0.666083943826133,0.999944754498866,"No"
"Gde1",707.727747301301,0.307043237485196,0.324251195364288,0.946930163635144,0.343674366349737,0.999944754498866,"No"
"Topbp1",4939.08060737972,0.307118072287493,0.197222562584508,1.55721570728448,0.119419280342694,0.933091779440985,"No"
"Alg13",701.302410510594,0.307233070999412,0.335507181014752,0.915727258266653,0.359809964454907,0.999944754498866,"No"
"Nfatc2ip",304.867454226312,0.30736441462081,0.357515487226725,0.85972335633642,0.389941556726836,0.999944754498866,"No"
"Slc7a6",2550.29294232868,0.307446177646947,0.284542976713341,1.08049118343441,0.279923510770727,0.999944754498866,"No"
"Mapk6",4012.0291571572,0.30788970283385,0.361507517667876,0.851682711386139,0.394390218752642,0.999944754498866,"No"
"Uba52",18476.3263934514,0.307922388560192,0.186291991657445,1.65290190856085,0.0983508286597091,0.911047317818209,"No"
"Anp32b",8748.32820358299,0.30798944601115,0.256337440321317,1.20150004472654,0.229557289145256,0.991751278852058,"No"
"Bcas2",1965.69034836205,0.307999131292727,0.288083459189851,1.06913160567734,0.285010371859128,0.999944754498866,"No"
"Efcab2",43.2375552025639,0.308032829038877,0.553050731531356,0.556970294905779,0.577547724929533,0.999944754498866,"No"
"Dusp12",229.907349630426,0.308185330448569,0.35952163834642,0.8572094071056,0.391329164487824,0.999944754498866,"No"
"Zfp771",661.815102469179,0.308237587093825,0.294259997208543,1.047500815666,0.29486865617953,0.999944754498866,"No"
"Jade3",449.076026511949,0.308243534804089,0.47875766244377,0.643840420706149,0.519678919644513,0.999944754498866,"No"
"Mrpl11",746.050158126059,0.308243820094283,0.241266844287518,1.27760538753078,0.201388599994152,0.987686898428647,"No"
"Ddx28",396.888434402131,0.308404135421901,0.266750251102825,1.15615312130679,0.247618530856553,0.997071699176378,"No"
"N4bp1",1469.30792577606,0.308547264713391,0.272772682122251,1.13115163260779,0.257991275495894,0.999944754498866,"No"
"Crlf2",254.366174116975,0.308637950901499,0.433089051240243,0.712643161995549,0.476066595986605,0.999944754498866,"No"
